bank,higher_education
2335a56b118b4f2ebe157ea2e5d2be44,1.0
c43845f7cac940408a634169a65b6c14,1.0
66ee266fbcb04183bc20db721b9d9a32,0.0
803857d6da634cd89fa55c8b027911da,1.0
4a71f387a0be43438251d5acc9863be0,0.0
6a1a374b55634294a68c1f6efb15afb9,1.0
bbfce229a6444b18882d1ceedd0c57d2,0.0
6e459c0a1fab4870b844358d54c15418,1.0
008a98f3d27e40b58752d6d1d6bc9532,1.0
9091eb0448ac4260affdab1d9fd9d9bc,1.0
99d93d372ed84e2eb30661436225b3d8,1.0
cfd7f15eedb84fd0ab5e6e2f8c0af9d9,1.0
0cf85b7263a2458db330a07220f8a687,1.0
39601a4f9f84486785d93b7682fd6853,1.0
29bb696266144a1999993908023fd3b1,1.0
80021c2c2f2b48a98d6483b64d6aaa49,1.0
e54ab4d555ad4443a98a3f0aee3d4f6c,1.0
27569567d3db4984a60d6ab461a2a92a,1.0
109d11aaa1f746edb32d32eb96b0f653,1.0
099e33862ad94a8585f75d95dd331a83,0.0
6c6e4b039ea54721937358e46d51ca09,0.0
f00d6d7fe39c4521a2dcd9e1dc808fae,1.0
46e0d2eb4d49417aaf187f94ebd3b815,0.0
97797e48e1e941c68f0e06f295cbccb9,0.0
f2bf49fd1b254cd8a812eaa2fe7682b1,0.0
dbec54ab1b5842eeba34a6a3b489977a,0.0
d12bee6ad40144c1ab0d46d8fbbf6e57,1.0
356ac3c665a643d3ae7f8a5b0fad10dc,1.0
79aaeb5472f74f8a949166e2b266d668,1.0
5b639f2a3a7f4c9891d543d835963834,1.0
e582f5f5c13f48f79a716c509c0f30dd,1.0
e73674c63e984a0688b3d9c90cea9c32,0.0
1747baf5659644d4a9ba8c0054e9a8b0,0.0
4a3947e15b984bd59e45c7da02ae5ffb,1.0
5cdc81c1fb7c4ef2926954414722c108,0.0
65777c8251284df397563bc6a2219ece,1.0
8e0ca0f577fb45c088b1f3797596ed3e,1.0
7032fbace5784afdb2ea60292687f313,1.0
88402effdbd4447d9ef781f7449abb5a,1.0
af6ecfa8c8844beeb14ec6cb11d3bb6d,1.0
58de925719b44d0b8964be489c7c69c7,1.0
1acfbd6d8b274a53b5240baf3687bf91,0.0
a8062b8e1bf9452e83e74f77ea1d8e48,0.0
f3de069c05e049aea75762d165f78350,1.0
87106abcbb9343cea129c13d389a8a31,0.0
36d2dc1ef1004a929a5a3dd3fbaff393,1.0
be10a9daa1ec4028ad23258ae95e3b0a,1.0
1787d25902ff4c22b3c3b2e4db5b216c,1.0
8d85ad9690a743d099aeaa795b69f4c9,1.0
443b859db95948e9a1cc3a32c02b5b85,0.0
c08715df65f94d968fe6aeb3a72baf72,1.0
becf5dd803af4b96801bec64216a2390,0.0
e75ece40eb084c1ab9f0cd267c1c3c14,1.0
ba95a50cb4a443c4b8ed480eec4a3808,1.0
89f5a76dd69642bebae99d9b89b2afc7,1.0
a7f92647f00e45048d74dacea3402606,0.0
865632f7158241508172849669d17ddf,1.0
97f8e216e0f44127ac5cfc9bf95e5454,1.0
81b8650baa9a499bb608c38db926bc15,1.0
58f1844ee42245d4af085c470eb12529,1.0
2574f994e0c74daaa1babdf5531d4db2,1.0
7bd36cc888874c85a03a9594c2ae82d1,1.0
a0b80970de3749e6913381a49eff7ce3,1.0
2426a1bf82284189a9f9e08b0a516c8b,0.0
5b4720742a1c47d4a0cac859cd23084a,0.0
436fdfaa3e924ccdaa34f025d80d00b2,1.0
e95a09b51b5a4dce912456fe96a7ba29,1.0
2e35f57716254edeb2e8082a6227a8fe,0.0
7a7a95fc0b1245aca0806220bcc0c1e1,1.0
f6115c78d34c4d76a33b33ee630280a7,1.0
9c2f75429e4f4bd6b9a30fefa95396f3,1.0
8cbf899bf03846afbf91512382ee007e,0.0
85b9ea7aa80448648b3918305343e362,1.0
fe81f0ad8b064964bbef634359b68acf,0.0
5f33fdf4fbf945999916274bf0f5a387,0.0
e406da09855941409098bb849cee5566,1.0
c19c13f14bdb416ea903e25957d87af4,0.0
8f1adcfa990f43af8c2744d5c0c251f6,1.0
f995027a786a40cbb5bdae56f6677bcd,1.0
ad0564d61b5f455da0ccbb674a378eff,1.0
f73b767cfd72472aa06df9a69e746aaf,1.0
a9204d8d9db34966a1beb227e652798d,1.0
1fd70cf656b845cdb835d1459f1ae0b6,1.0
2fb85a572f2a452d870a69270354a42d,1.0
a3502c17604042eca5cf67799e35bd58,0.0
df6fb9c4251e47aa832a0a582b5df7bb,1.0
55e7322abe5e4196a0fcf42c762e7dd9,1.0
08eb0972ce9d4014b1c33e2dea72527f,1.0
e7f4d41da2b14ae1b8b2259b47658d0e,1.0
0ef439331b734c4da66152c4d686b66f,1.0
7c36af49919d451e80703fc6e9fb491b,0.0
e4463eb409474df498e06288c1f17f66,1.0
592ee5fc88a943b8838782f3496b2da7,1.0
373b4920195142b2831270e5d38a4284,1.0
e41d32d8b910402fa88583026a12ad87,1.0
85a13bc104af49e9a74ebd352ab72d72,1.0
3e4d10c376134487b86c4ae61d911574,0.0
18e7074a321b48a9adecd0122c407c00,1.0
62cf53279f2b4c868c97bfc3a8b17ddb,1.0
d9cac36e59414ae1acf105d7a6709293,1.0
57c5010de0d34169a6fcbc1230345a9e,1.0
aa5ce365f8064a7db0ce2a99cbf8a01a,1.0
8ac1a714d88f43a995f81523b98a559b,1.0
7fcefc3cb6f54a99a5da0d6997a46c65,1.0
f1e463444d3b42da89e96fbacde2f266,1.0
4117793c4ec1458aafee02a06f52b7dd,1.0
d0282d75dd6d4847969c988aa6ea2599,1.0
32684832a1ec4d7e8a6ba8805eed3b38,1.0
bdcbdf8030be44998c42b6d831dd4d6d,1.0
da1bb736e49147f4afe01cc826d440f2,1.0
da5bba8b5bb74b62800f232a103ca531,1.0
254b039cf3534d059f0e95107d253724,1.0
7e7b3cf3f52e4aca9d3447dc900571e9,1.0
559f4a4ab14a4fceb31522016c3a971e,1.0
b93fd27cc6f24f149d1105666b23ef69,1.0
53600b3227f94a74a0e42a4a03065031,1.0
711529099e95475cbc35c250194a2637,1.0
09b6df2bb171468b89b529c14823e9c3,1.0
fa79113e888c455c88d1e199cab97ebc,1.0
0e2505e56c33421eb3e27343797e81d5,1.0
6cead5ef5e1348f097e722fc48b6467d,0.0
9d8ceeda764b463a976d67116d6cbd8b,0.0
467283ce435f4d1a8450f4444007a61a,1.0
6af6b7e4a6be47829ff37d3648268406,1.0
88ab98b6834943b1b6d8260ace30220b,1.0
f4932cc250b44331b25e28134e36859d,1.0
c77faca8e12748ccbaf883e5418f2845,1.0
0e8ff3b317934c1abb5b514b4965a0e6,1.0
301bfe4d0e66416db2216ab62550a096,1.0
13c1d51306014e7692516e75285879de,1.0
8bb6643e648049268cb798851596597b,1.0
c1db2b6d1c834b0181349e6b8cbe8a87,1.0
63aded3e092940e88f6ef315466b5d5f,1.0
e1b2cfff930e4d70925eba6430d808ab,1.0
14d2dc7cd65a42909b4c1a6dc7d6f53c,1.0
8bc5119ea1fb4de2b06edb952d4445b7,1.0
941851af175944e683990677a749ee0c,1.0
843bb0f3040245cf80990f9fb0da7298,0.0
c238d2c6511048338e5e00a14d8c9849,0.0
00a000619ec24ee39e78df858573da01,0.0
c1117e5d2d50474bb80e741e13be66e3,0.0
f533bb4c7b9244dfbcb5486204b30c82,0.0
e84cce299c38489f91d7406d1709b061,1.0
e11ecccab66c44878fb5c3caaa7e15ba,1.0
e30da6983d0348f3b50972b85ca0fc80,1.0
427c649ef84643b59a28d8c5b74af8f1,1.0
b7c54912c0e748d195e1994ec9547f2e,1.0
adc68f43745a411ab8c58e0b9d6e56a1,0.0
3f20796c3a3043379068be181ca7c584,1.0
a114a126b3714ae488c0de056233f44e,1.0
e5a4c42b3b2948e0b616a46d16ca4991,1.0
3c65b931142b4a47b112ea28041e2975,0.0
959fce50d7f043f893c558a6641828b1,1.0
8347239b361046a088843dc11f08d24a,1.0
d33f467e46c14e239f15cba90cad9846,0.0
0a1ac8f19bd841a68826fe34edd755a3,1.0
1ed561140dfd48b58134e924379fbfc2,0.0
47d44fa83d884e5cb990be3e1444cd1b,1.0
678142a7471c4f3d867641f10725d575,1.0
1f08fec705e647678b3bb718d3b04a34,1.0
1c1e5f6febc9490a93878f55a8a8aa56,1.0
ac06c63169fb4f9594559f99e10e9c5f,1.0
c1374ef46fc849389758a35d197dece6,0.0
4cade1fbd587468b89039457d9e0011e,1.0
6bada7894a324904bcfa3658f3fb0fa0,0.0
664d5e3d1c424f56b0ca63538a61ac3d,0.0
612ca4522b194bcdb6627a0ab6e93de6,1.0
714270703f7c496bacec8b0c62c525cd,1.0
801bb95aa61a4855b15968c1a9089a2e,1.0
b5a1f6881bd849c599ec494fad71d246,1.0
0cb99d7c24364b06ac1a2191fee8de1a,0.0
2e08058250014b84844ef40d7cfffca1,0.0
ebc341f2d10a4e9c8febd284135c90e6,0.0
ec33b01e296d47bc841394ae240b8ac7,1.0
9fee6ccfff2247878be0d2441af0d9c7,1.0
12a011c28c1b441ea5750832b320284a,1.0
4d7e42349a0346818ecf4dc8dc67b595,0.0
75c8b94fac1d4ba3917eb96eeef5d91e,1.0
edd0ce0337ab40638fe0001c3d140287,1.0
7c5557a04b774546a3d3fcc770928753,1.0
0826c6f54d4048ba9a867ef7b34a8308,0.0
ed0c5cfeaa1541d3ad7eb5bedb098abe,1.0
5fc92687413a48a5bae4b989bc7f055d,1.0
da583039635e454282635304ec763a99,1.0
a86e8e61e76f4390a072e191395963ba,1.0
1ece4119b50e4516ab0c3c16e4c69d78,1.0
09adbdad1bfb4ea2b2ac4e8af17654de,1.0
a6e86e8c48ba4b369715166a82cf6894,1.0
7bf91605afe94a2ebbf975237b7a24e6,1.0
6c114ce496fe450fa9b7f3e584ef7eed,1.0
224bb7d5fc574c4fa665bbb150f5fb91,0.0
ac9b3a76273545049dac5a1514fbbac9,0.0
8a11bb1e3a2e44ee8105c56b6cf70361,0.0
60ba6ed28c7846e78799a12df7ff8e2f,1.0
fe081be18f234f00bf6b87b1c2af3cfd,1.0
c25c858b7f4b4cd198d871c6c4d7bdd6,0.0
293caa7371b7417e8574c1df8d60bfaa,1.0
cc40a463a331434ebc9b82c0d72de9f4,1.0
5fc85d342ab0438a90510f71d4563e80,1.0
bc51db1f7b804b7a9353c8e3f89f0631,1.0
46db0012d37c4fd287c1a633d9274098,1.0
8d18d44b73b54106a948cef8a19ec9c3,1.0
c85a87f7b2d5408782987b22e8f737f3,1.0
de1eaea4ca754765878d4f0e7eed3a91,1.0
bb157b17c3044f26972e0911840586d0,1.0
21a586c8efe843b7b003a77485c2278f,1.0
4d0cbb85932e4c369aabc938bd69ec8b,1.0
07fd71ba439047bf8bab05944b174763,1.0
2f747376a4e44f3bb7e992c820b40834,1.0
1daa2215801d48c295d25a37b03c244e,1.0
3e78600418904b528c833d77c83bcbfc,1.0
952316b8d40e47949e8e9d0cf92aaf93,1.0
63eef0cad80a4bd3bcfcd2e4778ac80c,1.0
2efb4ffc815341b0bca4fd5b3cd217ee,1.0
f4c2f0b6672a415aa15cced08205a3b3,1.0
76695714f5884eadaf09126f0c253df6,0.0
1e7375e8cb2d48d887c1e9f7ff3f9702,1.0
f0dcc120d6b2479ca6c065a8972c5cbc,1.0
7fa5f2d1054f4b25bd5df367dfbfe34c,1.0
b3851ae55bb148289507b31d46e0a542,1.0
f236d91cc7cd425697f4a8e3908c7ae5,1.0
4367938a9c624db6969db56d1f09244c,1.0
912c4d941b9840f5b627103ce1db8127,0.0
9426e432301c4d27a600b6b21c077bc2,1.0
1a13e355d7c64d8c86476f0e89f4524f,1.0
b40f39b98ad14660928a311ba06ea767,0.0
f2b2ea646d304100a96da36d10466d60,1.0
b5dc43eb7ec24ac7953784bf48c3b8fe,1.0
ac3c451f010a46beb5c3bf5a2c1b57e4,0.0
47c1507672a140d9aeec0728454ea391,1.0
9f9b7b9a19c641e08725814154fa50fd,1.0
c6083178ce004f36af3550523d2d1191,0.0
6a0c8bb585e442229b076aa239c6bc85,0.0
ec49800f0c5543be9b2c816431f378ac,1.0
8089c9b8a2ae46079c67a3a2b57145a4,0.0
7a60b01730984694b087c04eb2b91289,0.0
f7deb961f4744d61ae9ca3ccb77e6858,1.0
5463d86cfea5418794479d81e2085790,1.0
bb86c729e5cf463fb4be36f5dad116ba,0.0
165abb2dd9524127bc404c5c91f31759,1.0
fb871950c1f94c4bbe33001427f9c845,1.0
f72f240b127d44c98583f844e845b3b3,1.0
a244546f087040f1acfd98f310204135,1.0
f20fe48b7a824d8199d46807d486a499,1.0
8d2b6d4d097e4ce3934cde8e76337f93,0.0
83545face18d40d28a29caf9528cdc88,1.0
94158b36408443429362abd46f54a831,1.0
6090e758b0a94c799baf376abd518f40,1.0
345b013fc62d491b952ef27ad3fe6860,1.0
252a13df93d140d3b6f7075063e89532,1.0
c8e8f64ae44e489a9df9aaa05ee60f3e,1.0
cba95bd82a5b4f11876eb3ebe94d6c21,1.0
3abe66be58764d929da6bbf5cf1d7759,1.0
a0fce78318f34cb081217b0f9fe7df7f,1.0
0046da5a3d934f2db64494aaa89aed05,1.0
01de1292dc8147d5a820d5b106ef6b72,1.0
612ca80c6f00498fbf98e0ad7344c95b,1.0
547d1e53a4ef433db232ebc00dc2036a,1.0
f16d078bddac45bcad61e2e9fcb709f8,1.0
7c13e7ad5eee40a4b7211f315f53f87b,1.0
63fdba6599e34a23bfd7a06ae06941aa,1.0
cea6910d4c5a403d9be24bcff594711d,1.0
02147168222b4698a1957c74c9e5a4a9,1.0
1502a488d5a24b6b95eb10110355e1ad,1.0
092e8c88e4224473ab41846d4ba7ba4d,0.0
6cc14c924997451bb452d01ef1444ad0,1.0
7f516c22572340e18c152ad6fb8cbe22,0.0
6c8198ddc00e4c26a318d7e8012ed60b,0.0
eef2d37dbad54a95b4fbba37d71dc649,1.0
92d20ef47bbf4c19a1d75e177fd6b066,1.0
73b14612226040f28b6a831d0b5d8b85,0.0
196cf5ae880b4ad180fa2d1776ffabf4,1.0
12c98126d29445b882506b1ad6fb7dff,1.0
383fc1660ada4a80ab59896ff4e5a43c,1.0
7a49d677bed14c61b13564e7827c0b1e,1.0
6e37533700c24eacb0d3b2e36fe850e9,1.0
430893c03a184655bb253f837c13063f,1.0
3102f3d0633643b388647c329e1cddd7,1.0
a1bfb804312148e8b4c7580d4ccb4a9f,1.0
c9e201d9efaa4e9ab72e40b91b6e7504,1.0
aaf92db6ab914aab875cd65f48bd7954,0.0
13901aad11274505a167d41d77d40044,1.0
fad9752b4362462a8fdc5ab560a376f3,1.0
fd0c49f3e048452dad8ecab08f9020c4,1.0
b038190378ce462eb05dd5f64df5430a,1.0
0ca252db34de47f9bed83da6af8b7e5b,1.0
89eba0f7edbb4f9fb018fd23e5a4675e,0.0
29dc24bed5f245109478c53dce2c01f9,1.0
f38e913da5ef418ea25ce2e3d605c4b9,1.0
320ff07b9d0048e5bd236180ef958861,1.0
3e9f133f149746f0b581ee212ebdc06d,0.0
55d83a738b9149b4a9d558e4d3b2f8f1,1.0
4f5bbf574ab4481bbc54774bed28dec3,1.0
e04c7a0d729f49d1abc38386074876ec,1.0
d2c589f7fd194b00815ff8aef23d3fcf,1.0
02bdf0fbb37c4ffea2bde3a4cf700de6,0.0
fa0015fcd12b4308abb9353c6f12a6e9,0.0
7fe77c439fe34ff2a1cf1aeffe8bb455,1.0
93527b400f184504b8bbc28de7487a99,0.0
2d32da55fb0e4c039d8ae7e0675768fa,0.0
448232351e9c454f8316a55f8bac7ae4,1.0
012bbd261395482cb6280093d69ba637,1.0
9ffd442e7ab94950b705654f7f846df6,0.0
cfc0108425574ce9a520f592bfbf6554,0.0
65e742dbec91453ca68864403a9295f2,0.0
2eda65054d1c41d29ca380ee38a60a65,1.0
9cec19fe9c4f4e5b8d99712c1acd95f4,1.0
dc02694076614785834011d1087cefde,1.0
b663c4102c654ae2ac542faf4dc1c288,1.0
0a9a20b255ec46159dbdc33c1ba6995e,1.0
90665274e31049e4b278e1126fe8affb,1.0
92c3551b46be4faabaaf6e7344de5c5c,1.0
ef3151733a4742ff893ac1275bb34fa4,1.0
7f7226c1ab2d4c6ca219fb0e2255846a,1.0
c047d2f4e1374a0bb21e27e1873e5986,1.0
b677d83322734c2c894f694790239d0e,1.0
346895e3485240298f683bc41dfe030b,0.0
a176e51f8498425aa55d7dbe6a0a7944,1.0
4883f01f37b14a609965364c4a3d9761,1.0
bbc22dd2e8514add8f723322200fd76b,1.0
b9bcd5bec8a84d22b801c80f8da1e716,1.0
5dbbd524f7af4d87a5a2219452a421e3,0.0
7634695bcd8242d1a46835566c9613a9,1.0
0ff1c8d4e5ea4178bbf79c910d623cde,0.0
9bb71ff1166248d7ab61d49639ff8dec,1.0
79860c34191d44e69a68a00214f175fd,1.0
ab7e0d584e1e44868339cf8581e3f91f,1.0
7bd749c77d9e4f4591395fa1be0ff455,1.0
8f5149aaac1e4819a1f307726c9c0ea9,1.0
1dc169244c454abb9898c5572ee7146e,1.0
92d4b55273394c4d983ac34694850992,0.0
68664f99bbcf46708daf9994cffe2044,1.0
a8946b6491d54ffb891cd5d18bc39624,1.0
8f881ccb1b4940dfa8a32c5871333bf2,1.0
a2ecfad834394f169254baa66d488963,1.0
869d3843e70744cfa101c27088b4dd11,0.0
262318ebeddc4298a63c1aeb8706032b,1.0
6549056f09504252852e921fd6cb4ff2,1.0
6f879497d4de4503a918bc300e76add6,0.0
eff9d42ad4c04bf0b9567d1ccac786d1,1.0
53a38d9e3b5842cab7c138d1d6e39041,1.0
0cb1f2385504492bbf667271bbeb5ba3,1.0
e5938773db2f4d438f0d75f692bf373b,0.0
7478f9f8373546788f1c8cdb5b2b911c,0.0
b1126e33998c4d1d99c98d23127ca94f,0.0
a0379f823dbf41afbb039127af6a7bd5,0.0
1590d15280a74b4aa5617c819e74c1e3,1.0
50b811899603488ba8d6d9da71d9c7a5,1.0
b5f1a93a405340cb8db6ada3c56ec8a3,1.0
9104e1b80c7946f6acd05f10b99ac596,0.0
ffebff3bf6954dd48afbf96d417412ce,1.0
f1f06b37a3cd4b2487a7260d119eb22e,0.0
e495d7033705445bb584c4d6784f18c7,1.0
9e5d4a2a49434548b3737d6f1747ae3f,1.0
797dfeec4f004670a6b51d99c0a6216a,1.0
8d85d5ebaaad4af990f9cf9d664f797a,1.0
9c144b78c1394a79b4f8486bea80a869,1.0
0ee7a1a7f37344f4ad6344b6480ba8fc,1.0
8cdce53aab2241d6993fed7233911bcd,0.0
c3f10f074c764d12b676a13cd661b81b,1.0
663767da1b2e4896bbb316d688b316b5,0.0
14b99638410549098585d82e7184901c,0.0
01a7c24756354c64ad73c16dea56e666,1.0
83e5b7d1caae43ecbef888a30964ead8,1.0
35d378eab0fd4860a17cd693f7b79caa,0.0
126fed8b73164a30ac36ae1749f4b4b4,1.0
80d285fddfe74fd691b75fd32cb40e18,0.0
6f0f730677404f56b58262dd43a339b9,0.0
f44303741ed9452d9b30a8936b797479,1.0
efb0d951c74b4137ac153ce4220537bd,1.0
2b1e8e28708e4d1e9f24c497128972f1,1.0
85954e44e7e642bdaaab671db107a935,1.0
adff6f3738a5418888be06bcdb32642c,1.0
0559fb78cdfd4bf2bb27e9f1c28765eb,1.0
db989397ae3d4a13bbe6a0a7ef00fb66,0.0
2f3049377ec340baa6678a5f29b45789,1.0
0b7c3905c5d84790830de8660ddfd6e5,1.0
a47ebd3de8a74d97868b36eed3210127,0.0
e62da294da5e4780a4cf9584e5fd0c75,1.0
b983d1ecb8b14273a082bc0d95c4eaf8,1.0
b54b499a8ec546fbb31c2f162b90ee2e,1.0
95be59bfc679416186b348d2577d7277,1.0
e31c34eb673b4ca7909df7c68f48cc15,1.0
abcea8d26ef74948b013c8aa89e993be,1.0
3ccce34e24a34481914bd84f5ba99676,1.0
605ccd6e9225498595c50f8ec55a0691,1.0
333f6bd510864141a66a76fd8d381a19,1.0
3300d54a1cac434299fcf4c74961fee7,1.0
6df0595feeb4480cbe9850c201f1fee2,1.0
9b1fba8aca584303a67bf10cbeda04c9,1.0
08c310a5d4924bd2a91caa0d1a87ce73,1.0
10728525b9804aac8a82405fd17e0a68,0.0
17a10dc7da0d4c6b83ea397eddd906c9,1.0
df9b8348a8364396b85e2cd48661ee0a,0.0
506c910c9602407a91e46b1abf4b0177,1.0
4d2b3be92d9a408f90ede47272f66bdf,0.0
27781f8bed404a688259976e864e54ef,0.0
a96a7faa98bd4cc79f1f8c3437a65005,1.0
36e6609891ef4a21a6541acc11d16e0d,1.0
714b32b9d0fa4e09996f69997043764b,1.0
fb44a5b7cbcc45888d5a69ea56b7d6d6,1.0
cc56067f8b234898a3904f7a2a7ae0e6,0.0
7dbabaacc3f2466f88734045eb595d8e,1.0
702982b3f2e347beb7cd91792497e1d6,1.0
98e77b77a6294b5c9972fb942d407ec7,0.0
5e1177bf40334f08a94630c3ef9b715f,1.0
ddaf58fa8a51434ea770dd977cd5e8cb,1.0
1cd2bd14557c41aaacd78e79ceadf475,1.0
bcd848511fd440d0b10f8685971ae291,1.0
373974f1bec142f4b13566bbb711fe33,0.0
88d0b1f930404269b3ecccf8195af099,0.0
358fae0cd60340faa66740419ad29fb8,1.0
cc06159873414d2fb4c6df1a4e3a140e,1.0
8e60dc4bbb09469692c4a57a6232a7c8,0.0
9a7ea8a234734fb89fd75488d261932d,1.0
d669417e5c0c44c1a214ac1bf55695f7,1.0
0483aafcf4364d02a00088b94fd7c75d,0.0
e0acfed484894872ad93aac5c66a0207,0.0
9c4b87f7ae9c4630811e53b9be1e6d4c,0.0
e962b8f3c324431583645a5087c11310,1.0
632986a54d0e4e05aa92a26531bb7a24,1.0
7889598306404daf85540c449f55afa7,1.0
a54bc5c18e2c4fc0a96bae250724a1ec,1.0
36ec513e01b64c2fa610ad6ccd2cf049,1.0
d9a9060b06824f3d80a71b57e0165a68,1.0
7336beef8e94409e87b01dced21276fa,1.0
ff6a86286d444626b34e49597b97927f,0.0
ae05f41bc86346a4ae844236bf09c836,1.0
e327234258354f0b9219e8858b240857,0.0
0e970728104f41e88645172449dc1d68,1.0
be3986e91714424e9f8bf6c01205e883,1.0
1168954855f34760857e27150d83659a,1.0
af8103ca819b4218aa8e3b130b52e4bd,1.0
a6e0b8defe7c4e4097285c3e1f470476,0.0
2a2d9de1a1924f418f1493e06c71e444,1.0
ee05b04f818c4790a6d892121afe2cb3,0.0
6a1eb934e4df43b4b042f28a0237f6eb,1.0
8eb8937f2a8f40d2bab20aed25d69353,0.0
